State, County, FIPS, Total,Commercial,Industrial,Residential,Electricity Prod,Onroad,Cement,Aircraft,Airborne,Nonroad,Pop 2000,Total per capita,Commercial per capita,Industrial per capita,Residential per capita,Electricity Prod per capita,Onroad per capita,Cement per capita,Aircraft per capita,Unknown per capita,Nonroad per capita,Transport per capita
MT,Carbon,30009,0.035719936,0.001607181,0.002701717,0.00457855,0,0.020482225,0,0.00090023,0.002262896,0.003187137,9552,3.73952431,0.168255976,0.282843044,0.479328957,0,2.14428655,0,0.094245206,0.236902879,0.333661697,2.809096332
MT,Carter,30011,0.006425363,0.000116164,9.33082E-05,0.00055473,0,0.002842027,0,0.000227283,0.000571321,0.00202053,1360,4.724531827,0.085414626,0.06860896,0.407889752,0,2.089725658,0,0.167120068,0.420088672,1.485684091,4.162618489
MT,Cascade,30013,0.246755641,0.022995432,0.028597673,0.040899501,0,0.100057895,0,0.011293897,0.028389295,0.014521948,80357,3.070742324,0.286165891,0.355882784,0.508972467,0,1.245167128,0,0.140546518,0.353289635,0.1807179,1.919721182
MT,Chouteau,30015,0.043072469,0.000651945,0.001767884,0.00290614,0,0.011781394,0,0.001581819,0.003976194,0.020407093,5970,7.214819002,0.109203469,0.296128052,0.486790588,0,1.973432843,0,0.264961332,0.666029202,3.418273516,6.322696893
MT,Custer,30017,0.045114105,0.003371621,0.002408792,0.005747262,0.000259705,0.025989432,0,0.001230376,0.003092774,0.003014143,11696,3.85722515,0.288271318,0.205950096,0.491386957,0.022204604,2.222078639,0,0.105196266,0.264430067,0.257707203,2.849412176
MT,Daniels,30019,0.01643585,0.000434535,9.33082E-05,0.001258164,0,0.002279801,0,0.000535346,0.001345691,0.010489005,2017,8.148661199,0.215436227,0.046260876,0.623780056,0,1.130292879,0,0.265416736,0.667174597,5.200299828,7.26318404
MT,Dawson,30021,0.04283062,0.002232303,0.001342746,0.004679132,0,0.023517422,0,0.00064274,0.001615647,0.00880063,9059,4.727963388,0.246418229,0.14822236,0.516517482,0,2.596028515,0,0.070950429,0.178347183,0.971479189,3.816805317
MT,Deer Lodge,30023,0.024015928,0.002136511,0.001344786,0.004720081,0,0.012327783,0,0.000751763,0.001889692,0.000845312,9417,2.550273778,0.22687813,0.142804068,0.501229805,0,1.309098776,0,0.079830375,0.200668133,0.089764491,1.679361775
MT,Fallon,30025,0.064558964,0.000532538,0.052952699,0.001434136,0.001122785,0.00314637,0,0.000769569,0.001934455,0.002666413,2837,22.75606778,0.187711542,18.66503314,0.505511497,0.395764882,1.109048299,0,0.27126139,0.681866445,0.939870591,3.002046726
MT,Fergus,30027,0.046619305,0.002562506,0.004093469,0.005611809,0,0.014804591,0,0.002046351,0.005143877,0.012356702,11893,3.919894488,0.215463415,0.344191474,0.47185815,0,1.244815554,0,0.172063469,0.432512957,1.038989469,2.888381449
MT,Flathead,30029,0.263055964,0.02028281,0.057426371,0.025189588,0,0.105399515,0,0.011796389,0.029652403,0.013308889,74471,3.532327541,0.272358509,0.771123937,0.338246942,0,1.415309513,0,0.158402448,0.398173821,0.178712372,2.150598153
MT,Gallatin,30031,0.335371661,0.022612364,0.080728951,0.027822042,0,0.106353532,0.040167643,0.01214782,0.030535796,0.015003513,67831,4.944224045,0.333363276,1.190148326,0.410167057,0,1.56791927,0.592172349,0.179089498,0.450174645,0.221189623,2.418373037
MT,Garfield,30033,0.010314835,0.000144464,9.33082E-05,0.00053444,0,0.002604757,0,0.000220083,0.000553218,0.006164566,1279,8.064765565,0.112950781,0.072954016,0.417857477,0,2.03655715,0,0.172073999,0.432539421,4.819832722,7.461003292
MT,Glacier,30035,0.038360308,0.001744239,0.007564085,0.004049411,0,0.012616992,0,0.000709081,0.001782403,0.009894097,13247,2.895773195,0.131670466,0.571003645,0.3056851,0,0.95244148,0,0.053527638,0.134551465,0.7468934,1.887413984
MT,Golden Valley,30037,0.004821446,5.65236E-05,0.000679963,0.000402173,0,0.002253499,0,0,0,0.001429287,1042,4.627107197,0.054245337,0.652555982,0.385962726,0,2.162666739,0,0,0,1.371676413,3.534343152
MT,Granite,30039,0.019420863,0.000326319,0.000559849,0.001117193,0,0.014443713,0,0.000282795,0.000710854,0.001980139,2830,6.862495754,0.115307026,0.197826543,0.394767977,0,5.10378564,0,0.099927478,0.251185201,0.699695889,6.154594209
MT,Hill,30041,0.050907757,0.004241386,0.002631964,0.007881846,0,0.016236418,0,0.000913195,0.002295482,0.016707467,16673,3.05330516,0.254386473,0.157857846,0.472731116,0,0.97381501,0,0.054770895,0.137676603,1.002067217,2.168329725
MT,Jefferson,30043,0.121620765,0.000762399,0.013094194,0.004191571,0,0.058726444,0.043357852,0,0,0.001488305,10049,12.10277293,0.075868159,1.30303451,0.417113209,0,5.844008723,4.314643495,0,0,0.148104832,5.992113554
MT,Judith Basin,30045,0.013866843,0.000159048,9.33082E-05,0.001032666,0,0.004810411,0,0.000450901,0.001133424,0.006187086,2329,5.953990284,0.068290349,0.040063626,0.443394483,0,2.065440412,0,0.193602845,0.486656897,2.656541671,5.402241826
MT,Lake,30047,0.082105231,0.004155261,0.011999628,0.007860667,0,0.048369437,0,0.001156055,0.002905955,0.005658228,26507,3.097492393,0.156760896,0.452696575,0.296550614,0,1.824779746,0,0.043613203,0.10962972,0.213461639,2.191484308
MT,Lewis and Clark,30049,0.176394912,0.018073671,0.010735943,0.025507466,0,0.079693575,0,0.010286236,0.02585635,0.006241672,55716,3.165965109,0.324389237,0.192690477,0.457812222,0,1.430353489,0,0.184619061,0.464074054,0.112026568,2.191073172
MT,Liberty,30051,0.01869821,0.000349097,0.001113795,0.001026963,0,0.004313683,0,0.00050458,0.001268355,0.010121736,2158,8.664601449,0.161768991,0.516123712,0.475886693,0,1.998926125,0,0.233818221,0.5877458,4.690331907,7.510822053
MT,Lincoln,30053,0.053368948,0.002429448,0.009668918,0.004133096,0,0.031123621,0,0.000914116,0.002297805,0.002801943,18837,2.833197859,0.128972137,0.513293948,0.219413726,0,1.652259958,0,0.048527689,0.121983603,0.1487468,1.971518049
MT,McCone,30055,0.016761901,0.000257254,0.001329999,0.000964865,0,0.003870415,0,0.000409791,0.001030087,0.00889949,1977,8.47845287,0.130123461,0.672735902,0.488045101,0,1.957721542,0,0.207279135,0.521035351,4.501512377,7.187548406
MT,Madison,30057,0.026373103,0.000680481,0.002899666,0.002663684,0,0.011055942,0,0.00147289,0.00370238,0.00389806,6851,3.849526046,0.099325847,0.423247072,0.388802215,0,1.613770541,0,0.214989041,0.540414503,0.568976826,2.938150912
MT,Meagher,30059,0.00810566,0.000255501,0,0.000673497,0,0.002250943,0,0.000601038,0.001510819,0.002813862,1932,4.19547614,0.132246828,0,0.348600909,0,1.165084278,0,0.31109645,0.781997352,1.456450323,3.714628403
MT,Mineral,30061,0.039853241,0.000601203,0.002172346,0.001540744,0,0.034133719,0,0.000161036,0.000404795,0.000839398,3884,10.26087557,0.154789536,0.559306506,0.396689943,0,8.788290199,0,0.041461401,0.104221053,0.216116929,9.150089582
MT,Missoula,30063,0.309814255,0.031539969,0.066226772,0.042611055,0,0.125116848,0,0.009509843,0.023904748,0.010905022,95802,3.233901748,0.329220356,0.691287985,0.44478252,0,1.305994113,0,0.099265596,0.249522432,0.113828746,1.768610887
MT,Musselshell,30065,0.016372295,0.000459741,0.000559849,0.001906626,0,0.009333653,0,0.000547784,0.001376954,0.002187688,4497,3.640714894,0.102232793,0.12449391,0.423977245,0,2.075528885,0,0.121810898,0.30619386,0.486477303,2.990010945
MT,Park,30067,0.058622829,0.00334675,0.006080364,0.006992111,0,0.03318275,0,0.001408526,0.003540593,0.004071735,15694,3.735365692,0.213250296,0.387432372,0.445527664,0,2.114358991,0,0.089749358,0.225601689,0.259445321,2.68915536
MT,Petroleum,30069,0.003272901,1.90275E-05,0,0.00018311,0,0.000875333,0,0,0,0.00219543,493,6.638745197,0.038595316,0,0.371420413,0,1.775524002,0,0,0,4.453205466,6.228729468
MT,Phillips,30071,0.021838709,0.000767989,0.002485726,0.00222988,0,0.009148635,0,3.6459E-07,9.15975E-07,0.007205199,4601,4.74651352,0.166917736,0.540257757,0.484651158,0,1.988401401,0,7.92414E-05,0.000199082,1.566007145,3.554686869
MT,Pondera,30073,0.034256677,0.001046368,0.001539611,0.002864581,0,0.016327103,0,0.000579991,0.001457914,0.01044111,6424,5.332608459,0.162884155,0.239665444,0.445918517,0,2.541578954,0,0.090284997,0.226947943,1.625328449,4.484140343
MT,Powder River,30075,0.009188023,0.000205565,9.33082E-05,0.000621991,0,0.003870428,0,0.000588763,0.001479963,0.002328005,1858,4.945114787,0.110637865,0.050219691,0.334763613,0,2.083115004,0,0.31688015,0.796535716,1.252962748,4.449493618
MT,Powell,30077,0.029096093,0.001024076,0.00234399,0.002677909,0,0.018368301,0,0.000512433,0.001288091,0.002881292,7180,4.052380606,0.142629033,0.326461059,0.372967803,0,2.558259203,0,0.071369457,0.179399852,0.4012942,3.210322712
MT,Prairie,30079,0.015157857,0.000178195,9.33082E-05,0.000690456,0,0.01173842,0,0.000100287,0.000252088,0.002105103,1199,12.64208238,0.148619556,0.077821673,0.575859557,0,9.79017482,0,0.083642373,0.210248392,1.755716012,11.8397816
MT,Ravalli,30081,0.119393442,0.005285466,0.016078319,0.013248727,0,0.067461889,0,0.003673971,0.009235205,0.004409864,36070,3.310048286,0.146533573,0.445753242,0.367305983,0,1.870304662,0,0.101856696,0.256035625,0.122258503,2.350455488
MT,Richland,30083,0.184126509,0.002286492,0.031157744,0.004580988,0.115897317,0.011659711,0,0.002648945,0.006658616,0.009236696,9667,19.04691311,0.236525546,3.223103746,0.473878934,11.98896426,1.206135367,0,0.274019304,0.688798597,0.955487357,3.124440625
MT,Roosevelt,30085,0.057003917,0.00152668,0.019548399,0.004380124,0,0.009898141,0,0.002037246,0.005120995,0.014492333,10620,5.367600506,0.143755138,1.840715509,0.412441042,0,0.932028307,0,0.191831116,0.482202912,1.364626482,2.970688817
MT,Rosebud,30087,4.179490696,0.001485744,0.009352881,0.002665946,4.120749951,0.035900393,0,0.001549762,0.003895611,0.003890409,9383,445.4322387,0.158344209,0.996790066,0.284125114,439.1719014,3.826110348,0,0.165166953,0.415177519,0.414623101,4.821077922
MT,Sanders,30089,0.026440076,0.001291489,0.002852128,0.003588196,0,0.012017005,0,0.001170196,0.002941501,0.00257956,10227,2.585320844,0.126282335,0.27888221,0.350855215,0,1.175027411,0,0.114422169,0.287621103,0.252230402,1.829301085
MT,Sheridan,30091,0.030308713,0.000790736,0.000310335,0.002283224,0,0.008040283,0,0.001257023,0.003159764,0.014467347,4105,7.383364852,0.192627464,0.07559932,0.556205722,0,1.958656106,0,0.30621761,0.76973548,3.52432315,6.558932346
MT,Silver Bow,30093,0.090182209,0.009618985,0.010266637,0.018140245,0,0.041996296,0,0.002411204,0.006061007,0.001687837,34606,2.605970337,0.277957138,0.296672161,0.524193625,0,1.213555338,0,0.069675884,0.175143227,0.048772964,1.507147414
MT,Stillwater,30095,0.050711707,0.001316665,0.014540145,0.003597415,0,0.024529312,0,0.000889494,0.002235908,0.003602767,8195,6.18812782,0.160666919,1.774270329,0.43897677,0,2.993204657,0,0.108541119,0.2728381,0.439629925,3.814213801
MT,Sweet Grass,30097,0.02891222,0.000448536,0.002608388,0.001553938,0,0.018585464,0,0.000873782,0.002196411,0.0026457,3609,8.01114443,0.124282728,0.722745493,0.430573119,0,5.149754429,0,0.242112014,0.608592596,0.733084052,6.733543091
MT,Teton,30099,0.032008363,0.000933925,0.000653115,0.003268464,0,0.015608497,0,0.000213012,0.000535443,0.010795907,6445,4.966386824,0.144906955,0.101336717,0.507131756,0,2.42179931,0,0.033050809,0.083078773,1.675082503,4.213011395
MT,Toole,30101,0.045325826,0.000968667,0.005662347,0.001949312,0,0.021901172,0,0.000952207,0.002393549,0.011498573,5267,8.605624776,0.183912438,1.075061127,0.370099098,0,4.15818711,0,0.180787277,0.454442539,2.183135187,6.976552113
MT,Treasure,30103,0.012948151,5.9807E-05,9.33082E-05,0.000235488,0,0.010771723,0,0,0,0.001787825,861,15.03850347,0.069462306,0.108371877,0.273504972,0,12.5107122,0,0,0,2.076452114,14.58716432
MT,Valley,30105,0.072773195,0.001577592,0.030306401,0.003873682,0,0.009354271,0,0.003589108,0.009021885,0.015050256,7675,9.481849488,0.205549472,3.948716724,0.5047143,0,1.218797508,0,0.467636214,1.175489852,1.960945419,4.822868993
MT,Wheatland,30107,0.009911485,0.000356152,9.33082E-05,0.000945544,0,0.00458029,0,0.000269189,0.000676658,0.002990344,2259,4.387554134,0.157659051,0.041305085,0.418567606,0,2.027574257,0,0.119162883,0.299538609,1.323746643,3.770022393
MT,Wibaux,30109,0.012956477,0.000116541,0.00179275,0.000518067,0,0.007137395,0,0,0,0.003391724,1068,12.13153307,0.109121002,1.678605235,0.48508147,0,6.682954264,0,0,0,3.175771097,9.858725361
MT,Yellowstone,30111,1.39277921,0.047715589,0.571711675,0.061330652,0.466741157,0.15835924,0,0.019268365,0.048434589,0.019217943,129352,10.76735737,0.368881724,4.419813186,0.474137638,3.608302594,1.224250417,0,0.148960704,0.374440204,0.148570901,1.896222226
NE,Adams,31001,0.284512268,0.010168357,0.059285561,0.014509702,0.153665616,0.031704864,0,0.001009735,0.002538158,0.011630275,31151,9.133326947,0.326421521,1.903167179,0.465786082,4.93292723,1.017779966,0,0.0324142,0.081479177,0.373351592,1.505024936
NE,Antelope,31003,0.039144895,0.00104166,0.001718991,0.003514716,0,0.01941802,0,0.000589177,0.001481008,0.011381324,7452,5.252938159,0.139782575,0.23067507,0.47164732,0,2.605746123,0,0.079062982,0.198739622,1.527284469,4.410833195
NE,Arthur,31005,0.001961212,7.67378E-05,0.00011247,0.000229071,0,0.000645865,0,0,0,0.000897068,444,4.417144125,0.172832888,0.253310978,0.515925606,0,1.454650617,0,0,0,2.020424037,3.475074654
NE,Banner,31007,0.004311814,1.55062E-05,0,0.000432595,0,0.001475118,0,0,0,0.002388595,819,5.264730409,0.018933066,0,0.528198911,0,1.801120504,0,0,0,2.916477927,4.717598432
NE,Blaine,31009,0.002986047,2.78025E-05,0,0.000327555,0,0.001403819,0,0,0,0.00122687,583,5.121863643,0.047688692,0,0.561843327,0,2.40792348,0,0,0,2.104408144,4.512331625
NE,Boone,31011,0.024242073,0.001315802,0.000351727,0.002549321,0,0.009435231,0,0.000394431,0.000991474,0.009204086,6259,3.873154259,0.210225588,0.056195327,0.407304849,0,1.507466261,0,0.06301822,0.158407787,1.470536227,3.199428496
NE,Box Butte,31013,0.039284559,0.002410426,0.005641645,0.005828148,0,0.013134296,0,0.001142902,0.002872896,0.008254247,12158,3.231169499,0.198258428,0.464027351,0.47936731,0,1.080300702,0,0.094004116,0.236296745,0.678914848,2.089516411
NE,Boyd,31015,0.01081383,0.000318523,0.00011247,0.000994315,0,0.006156775,0,0,0,0.003231747,2438,4.43553336,0.130649449,0.046132106,0.407840504,0,2.525338305,0,0,0,1.325572996,3.850911301
NE,Brown,31017,0.016839544,0.000808004,0.00067482,0.001611992,0,0.009349778,0,0.00021042,0.000528929,0.0036556,3525,4.777175652,0.229220984,0.191438424,0.457302708,0,2.65241925,0,0.059693753,0.150050807,1.037049726,3.899213536
NE,Buffalo,31019,0.210904203,0.012511542,0.054962459,0.016870722,0.000119476,0.099394309,0,0.003488948,0.008770111,0.014786637,42259,4.99075234,0.296068097,1.300609543,0.399221998,0.002827222,2.352026999,0,0.082561059,0.207532383,0.349905038,2.992025479
NE,Burt,31021,0.037089371,0.000960839,0.00144656,0.003857497,8.15997E-06,0.020225493,0,0.000499641,0.001255939,0.008835242,7791,4.760540529,0.123326742,0.185670644,0.495122196,0.001047359,2.596007361,0,0.064130571,0.16120381,1.134031845,3.955373588
NE,Butler,31023,0.039413341,0.000915832,0.007513711,0.003868499,0,0.016840802,0,0.000165016,0.000414799,0.009694681,8767,4.495647401,0.104463569,0.857044739,0.441256906,0,1.920930966,0,0.018822403,0.047313733,1.105815085,3.092882187
NE,Cass,31025,0.222400969,0.002345632,0.00402437,0.010083425,0,0.064342359,0.125177069,0.001739451,0.004372431,0.010316233,24334,9.139515448,0.096393175,0.165380528,0.414375967,0,2.644134108,5.144122158,0.071482313,0.179684021,0.423943178,3.31924362
NE,Cedar,31027,0.046783359,0.001000714,0.00314652,0.00415992,0,0.02461915,0,0.000760666,0.001912073,0.011184316,9615,4.865663936,0.104078444,0.327251187,0.432648954,0,2.560494016,0,0.079112387,0.198863594,1.163215353,4.00168535
NE,Chase,31029,0.02266864,0.000768212,0.00067482,0.001890894,0,0.010605853,0,0.000447036,0.001123707,0.007158118,4068,5.572428589,0.188842605,0.165885065,0.464821501,0,2.607141844,0,0.109890895,0.276230731,1.759615948,4.752879418
NE,Cherry,31031,0.027993719,0.001190376,0.00067482,0.002548539,0,0.00930515,0,0.000394431,0.000991474,0.012888928,6148,4.553304953,0.19361999,0.109762597,0.41453145,0,1.513524712,0,0.064155992,0.161267785,2.096442427,3.835390917
NE,Cheyenne,31033,0.094391211,0.003129746,0.011928461,0.005295512,0,0.061777895,0,0.000273628,0.000687809,0.011298161,9830,9.602361272,0.318387162,1.213475169,0.538709269,0,6.284628189,0,0.027835977,0.069970368,1.149355139,7.531789673
NE,Clay,31035,0.025453894,0.000780171,0.000749171,0.003236715,0,0.010738701,0,0.000154835,0.00038921,0.009405091,7039,3.616123646,0.110835443,0.10643152,0.459825967,0,1.525600377,0,0.021996796,0.055293326,1.336140217,2.939030716
NE,Colfax,31037,0.0583327,0.00142918,0.03102969,0.004131288,6.25104E-06,0.014123653,0,0,0,0.007612639,10441,5.586888261,0.136881489,2.971907899,0.395679303,0.000598701,1.352710725,0,0,0,0.729110144,2.081820869
NE,Cuming,31039,0.045797803,0.001880443,0.010777668,0.004622224,4.29472E-06,0.017732625,0,0,0,0.010780547,10203,4.488660444,0.184302972,1.056323416,0.453026,0.000420927,1.737981489,0,0,0,1.056605638,2.794587127
NE,Custer,31041,0.047378821,0.001727796,0.005284598,0.005971683,4.2303E-06,0.021728981,0,0.000457274,0.001149442,0.011054817,11793,4.017537581,0.146510284,0.448113103,0.506375211,0.000358713,1.842532106,0,0.038775004,0.097468194,0.937404965,2.91618027
NE,Dakota,31043,0.128239648,0.003294226,0.079907957,0.007137002,4.94185E-06,0.022449075,0,0.00261952,0.006584648,0.006242278,20253,6.331884045,0.162653719,3.94548741,0.352392361,0.000244006,1.108432101,0,0.129339863,0.325119623,0.308214962,1.871106549
NE,Dawes,31045,0.023042188,0.00172012,0.00067482,0.003771876,0,0.012372469,0,0.000359518,0.000903713,0.003239671,9060,2.543287827,0.189858691,0.074483493,0.416321819,0,1.365614727,0,0.039681906,0.099747607,0.357579584,1.862623824
NE,Dawson,31047,0.185067449,0.004166414,0.075045457,0.009317541,0.003057139,0.075816315,0,0.001658832,0.004169779,0.011835972,24365,7.595626878,0.17099995,3.080051575,0.382414989,0.125472562,3.111689529,0,0.068082575,0.171138076,0.48577762,3.836687801
NE,Deuel,31049,0.051166832,0.000627806,0.001618226,0.001185796,5.54019E-06,0.042699371,0,0.00010521,0.000264465,0.004660418,2098,24.38838519,0.299240164,0.771318209,0.565203135,0.002640702,20.3524173,0,0.050147874,0.126055552,2.221362259,22.74998298
NE,Dixon,31051,0.026137337,0.000546378,0.00011247,0.002876068,3.79411E-05,0.016597782,0,0,0,0.005966699,6339,4.123258787,0.086193017,0.017742558,0.453710099,0.005985349,2.618359622,0,0,0,0.941268143,3.559627765
NE,Dodge,31053,0.246309972,0.008867001,0.047949628,0.016917267,0.112940987,0.04126979,0,0.001339981,0.003368283,0.013657035,36160,6.811669576,0.245215727,1.326040603,0.467844766,3.123368007,1.141310554,0,0.03705701,0.093149431,0.37768348,1.649200474
NE,Douglas,31055,2.322726773,0.179385551,0.302976167,0.215905202,0.966920765,0.471717585,0,0.034039132,0.085563644,0.066218726,463585,5.010357912,0.386952879,0.653550411,0.465729481,2.085746444,1.017542813,0,0.07342587,0.184569484,0.142840528,1.418378696
NE,Dundy,31057,0.011937956,0.000370888,0.00011247,0.00121728,6.9698E-07,0.005902917,0,0,0,0.004333704,2292,5.208532331,0.161818378,0.049070713,0.531099477,0.000304093,2.575443859,0,0,0,1.890795812,4.46623967
NE,Fillmore,31059,0.036584528,0.001039995,0.003077366,0.00324453,0,0.017350236,0,0.000420841,0.001057863,0.010393697,6634,5.514701206,0.156767473,0.463877883,0.48907593,0,2.615350589,0,0.063436985,0.15946075,1.566731596,4.40497992
NE,Franklin,31061,0.012682333,0.000472552,0.00011247,0.001889769,2.80511E-05,0.005373508,0,0,0,0.004805983,3574,3.548498332,0.132219317,0.031468963,0.528754662,0.007848644,1.503499712,0,0,0,1.344707034,2.848206746
NE,Frontier,31063,0.01514199,0.00032606,0,0.001483723,0,0.007873634,0,0.000263026,0.000661161,0.004534385,3099,4.886089017,0.105214655,0,0.478774835,0,2.54070154,0,0.084874346,0.213346682,1.463176958,4.302099527
NE,Furnas,31065,0.025868967,0.000987394,0.000698156,0.002790258,0,0.013933138,0,0.000416462,0.001046853,0.005996705,5324,4.858934392,0.1854609,0.131133798,0.524090548,0,2.617043132,0,0.078223594,0.196629079,1.126353342,4.018249147
NE,Gage,31067,0.157924724,0.005349132,0.07536193,0.010084096,0.009867184,0.033732948,0,0.000694104,0.00174476,0.02109057,22993,6.868382709,0.232641773,3.277603163,0.438572434,0.429138608,1.467096437,0,0.030187623,0.075882216,0.917260456,2.490426732
NE,Garden,31069,0.0125163,0.000266412,0,0.00116013,0,0.005831187,0,0.000184011,0.000462545,0.004612015,2292,5.460864047,0.116235507,0,0.506164992,0,2.544148032,0,0.08028384,0.201808571,2.012223105,4.838463548
NE,Garfield,31071,0.007106634,0.000408825,0.000642122,0.000996452,0,0.002916602,0,0.00010521,0.000264465,0.001772957,1902,3.736400423,0.21494504,0.337603823,0.523897131,0,1.533439423,0,0.055315583,0.139045503,0.932153919,2.659954428
NE,Gosper,31073,0.027800333,0.000150024,0.00067482,0.00092565,0.01892108,0.003190121,0,0,0,0.003938638,2143,12.97262401,0.070006431,0.314895215,0.431941022,8.829248862,1.488623855,0,0,0,1.837908626,3.32653248
NE,Grant,31075,0.004602904,6.40728E-05,0.00011247,0.000355101,0,0.001873342,0,0.00019582,0.000492228,0.00150987,747,6.161852238,0.085773484,0.150562348,0.475369319,0,2.507820382,0,0.262141733,0.658939953,2.021245018,5.450147087
NE,Greeley,31077,0.013302604,0.000360697,0.00067482,0.001194632,7.7305E-06,0.007053409,0,0.000209347,0.000526234,0.003275734,2714,4.901475147,0.132902271,0.248644232,0.440173941,0.002848379,2.598897815,0,0.077135927,0.193896194,1.206976387,4.076906323
NE,Hall,31079,0.426106158,0.016269941,0.090416155,0.025253275,0.193926045,0.076281598,0,0.003007938,0.007561011,0.013390196,53534,7.959542683,0.303917903,1.68894823,0.471724045,3.622483746,1.424918697,0,0.056187437,0.141237544,0.250125081,1.872468759
NE,Hamilton,31081,0.102169583,0.001306717,0.013924804,0.003818495,0.032643626,0.036990293,0,0.000694104,0.00174476,0.011046785,9403,10.86563678,0.138968089,1.480889474,0.406093234,3.471618171,3.933882041,0,0.073817295,0.185553524,1.174814948,5.368067807
NE,Harlan,31083,0.019025477,0.000513911,0.001348941,0.001822256,0,0.009658015,0,0.000107357,0.000269863,0.005305133,3786,5.025218377,0.135739864,0.356297026,0.481314364,0,2.550981286,0,0.028356415,0.071279199,1.401250224,4.051867123
NE,Hayes,31085,0.00607121,8.13651E-05,0.00011247,0.000545662,0,0.002141201,0,0,0,0.003190512,1068,5.684653763,0.076184537,0.105309058,0.510919735,0,2.004870054,0,0,0,2.987370379,4.992240433
NE,Hitchcock,31087,0.012261586,0.00023485,0,0.00173654,8.58945E-07,0.005829485,0,0,0,0.004459852,3111,3.941364702,0.075490205,0,0.558193384,0.000276099,1.873830084,0,0,0,1.433574929,3.307405014
NE,Holt,31089,0.051466083,0.002268864,0.003278902,0.004580612,0,0.020592159,0,0.001183508,0.002974967,0.01658707,11551,4.455552119,0.196421446,0.28386307,0.396555418,0,1.782716599,0,0.10245934,0.257550627,1.435985618,3.578712185
NE,Hooker,31091,0.002684201,0.000121081,0.00011247,0.000463505,0,0.001388377,0,0,0,0.000598769,783,3.428098274,0.154636659,0.143639941,0.591960314,0,1.773150078,0,0,0,0.764711281,2.537861359
NE,Howard,31093,0.025681556,0.000652262,0.00011247,0.002814756,0,0.01721874,0,0,0,0.004883328,6567,3.910698335,0.099324138,0.017126553,0.428621306,0,2.622010003,0,0,0,0.743616335,3.365626338
NE,Jefferson,31095,0.032351757,0.001526451,0.006889399,0.003697709,0,0.010932618,0,0.000273263,0.000686893,0.008345425,8333,3.882366179,0.183181434,0.826760953,0.443742813,0,1.311966607,0,0.03279288,0.082430426,1.001491067,2.42868098
NE,Johnson,31097,0.024069748,0.0006226,0.004217628,0.002108768,0,0.011823415,0,0.000558389,0.001403614,0.003335333,4488,5.363134561,0.138725482,0.939756636,0.469868112,0,2.634450856,0,0.1244182,0.312748309,0.743166967,3.814784332
NE,Kearney,31099,0.028441258,0.000989188,0.001348509,0.003064255,0,0.010746136,0,0.000631261,0.001586792,0.010075118,6882,4.13270248,0.143735472,0.195947202,0.445256495,0,1.56148439,0,0.091726451,0.230571303,1.463981166,3.347763311
NE,Keith,31101,0.082601268,0.002125231,0.00476012,0.003630329,0,0.06321605,0,0.00021042,0.000528929,0.008130187,8875,9.307185073,0.239462636,0.536351577,0.409051204,0,7.122935241,0,0.02370935,0.059597644,0.916077421,8.122319656
NE,Keya Paha,31103,0.004701262,4.56527E-05,0.00011247,0.000430862,0,0.001489816,0,0,0,0.002622461,983,4.782565971,0.046442257,0.114415131,0.438313358,0,1.515581345,0,0,0,2.66781388,4.183395225
NE,Kimball,31105,0.061207122,0.001175967,0.004217628,0.002342665,0,0.046717051,0,0.000447401,0.001124623,0.005181788,4089,14.96872639,0.287592802,1.031457026,0.572918685,0,11.42505537,0,0.109415689,0.275036094,1.267250721,13.07675788
NE,Knox,31107,0.030180652,0.001194938,0.00011247,0.004376704,0,0.014091411,0,0.000157815,0.000396697,0.009850616,9374,3.219612926,0.127473634,0.011998088,0.466898276,0,1.503244181,0,0.016835434,0.042318842,1.050844472,2.613242928
NE,Lancaster,31109,1.445759544,0.079607344,0.186900992,0.116455312,0.481017298,0.476790945,0,0.016950402,0.042607966,0.045429283,250291,5.776314545,0.318059156,0.746734771,0.465279662,1.92183218,1.904946424,0,0.06772278,0.170233713,0.181505859,2.324408776
NE,Lincoln,31111,2.992766223,0.009337332,0.007450143,0.016858792,2.826493666,0.109987237,0,0.002933014,0.007372674,0.012333365,34632,86.4162111,0.269615729,0.215123097,0.48679811,81.61508621,3.175884635,0,0.084690869,0.21288617,0.356126279,3.829587954
NE,Logan,31113,0.003938846,5.87965E-05,0.00011247,0.000461854,0,0.001974692,0,0,0,0.001331033,774,5.088948318,0.075964507,0.145310173,0.596711202,0,2.551281666,0,0,0,1.71968077,4.270962436
NE,Loup,31115,0.002479809,1.37648E-05,0,0.000353853,0,0.001148854,0,0,0,0.000963337,712,3.482877601,0.019332553,0,0.496984427,0,1.613558634,0,0,0,1.353001986,2.96656062
NE,McPherson,31117,0.002015946,2.52135E-05,0,0.000298628,0,0.000847671,0,0,0,0.000844433,533,3.782262081,0.047304791,0,0.56027747,0,1.590377595,0,0,0,1.584302224,3.17467982
NE,Madison,31119,0.176120773,0.011707892,0.085422479,0.013345145,7.79484E-05,0.042466865,0,0.002934704,0.007376917,0.012788822,35226,4.999738053,0.33236506,2.424983791,0.378843614,0.002212809,1.205554569,0,0.083310736,0.209416835,0.363050638,1.861332779
